1187) Scaler: Standard, classifier: PA-I--3, mean: 0.7541488154131364, class wrong: [0.04203125, 0.13747252747252747, 1.0, 1.0]
600) Scaler: MinMax, classifier: GNB, mean: 0.6889307008335052, class wrong: [0.22593749999999999, 0.3945316588173731, 0.4884027583636195, 0.5338047138047138]
300) Scaler: MaxAbs, classifier: GNB, mean: 0.6889307008335052, class wrong: [0.22593749999999999, 0.3945316588173731, 0.4884027583636195, 0.5338047138047138]
1075) Scaler: Standard, classifier: SGD-ei-l1--2, mean: 0.6887369918833075, class wrong: [0.006875000000000001, 0.6012061747776033, 1.0, 0.9927272727272728]
311) Scaler: MinMax, classifier: SGD-h-e--4, mean: 0.6883536808817071, class wrong: [0.12562500000000001, 0.40176347462061746, 0.8185304258689777, 0.8095286195286195]
1414) Scaler: None, classifier: SGD-hu-e-0, mean: 0.6883469792127868, class wrong: [0.0325, 0.5175353218210361, 1.0, 1.0]
1083) Scaler: Standard, classifier: SGD-ei-e--2, mean: 0.688158769423872, class wrong: [0.016718749999999998, 0.5715777080062795, 0.9993150684931507, 0.9963299663299663]
901) Scaler: Standard, classifier: SGD-h-l1--4, mean: 0.6879955068502402, class wrong: [0.15312499999999998, 0.3118027210884353, 0.8241123846798993, 0.8013468013468013]
676) Scaler: Robust, classifier: SGD-h-n--1, mean: 0.6876945704435397, class wrong: [0.052968749999999995, 0.4869413919413919, 0.9760879694343491, 0.9451515151515153]
1087) Scaler: Standard, classifier: SGD-ei-n--2, mean: 0.6875868840297314, class wrong: [0.04453125000000001, 0.4913134484563056, 0.9883980989656138, 0.9981481481481481]
309) Scaler: MinMax, classifier: SGD-sh-l2--4, mean: 0.6865973379569894, class wrong: [0.12484374999999999, 0.37603087388801676, 0.8476423446090765, 0.8640740740740741]
902) Scaler: Standard, classifier: SGD-l-l1--4, mean: 0.6864630105503431, class wrong: [0.1471875, 0.31954735740450024, 0.8500745503680924, 0.803030303030303]
10) Scaler: MaxAbs, classifier: SGD-p-l2--4, mean: 0.6862054636640293, class wrong: [0.10796874999999999, 0.4179225536368393, 0.8761345634144068, 0.8423569023569023]
970) Scaler: Standard, classifier: SGD-p-l2--1, mean: 0.6858694422487666, class wrong: [0.12390625000000002, 0.38325745682888535, 0.8008992638151151, 0.9908080808080808]
31) Scaler: MaxAbs, classifier: SGD-h-e--6, mean: 0.6857584769875272, class wrong: [0.10687500000000001, 0.3961355311355311, 0.8911937377690803, 0.9035016835016835]
660) Scaler: Robust, classifier: SGD-p-n--2, mean: 0.6854714323164331, class wrong: [0.060625, 0.5201046572475143, 0.9249417575249279, 0.9155555555555555]
8) Scaler: MaxAbs, classifier: SGD-mh-l2--4, mean: 0.6853465030630177, class wrong: [0.12484375, 0.35818942961800104, 0.9027490448234088, 0.8040067340067341]
142) Scaler: MaxAbs, classifier: SGD-hu-l1--4, mean: 0.6852566938194218, class wrong: [0.029218749999999998, 0.5517268445839874, 0.991095890410959, 0.9981818181818183]
26) Scaler: MaxAbs, classifier: SGD-h-l2--6, mean: 0.6850514357969566, class wrong: [0.1190625, 0.3820565149136578, 0.8911797595750628, 0.8223905723905723]
883) Scaler: Robust, classifier: PA-I--1, mean: 0.6848129741529286, class wrong: [0.1046875, 0.40262689691261117, 0.9196486813903644, 0.8470707070707071]
370) Scaler: MinMax, classifier: SGD-p-l2--1, mean: 0.6847734971041066, class wrong: [0.12796875, 0.34257980115122966, 0.8537974093747088, 0.9670707070707071]
556) Scaler: MinMax, classifier: Perceptron-n--4, mean: 0.6846702645870807, class wrong: [0.11046874999999998, 0.41603610675039243, 0.8816978846333055, 0.8348821548821549]
560) Scaler: MinMax, classifier: Perceptron-n--6, mean: 0.6846702645870807, class wrong: [0.11046874999999998, 0.41603610675039243, 0.8816978846333055, 0.8348821548821549]
568) Scaler: MinMax, classifier: Perceptron-n--1, mean: 0.6846702645870807, class wrong: [0.11046874999999998, 0.41603610675039243, 0.8816978846333055, 0.8348821548821549]
576) Scaler: MinMax, classifier: Perceptron-n-1, mean: 0.6846702645870807, class wrong: [0.11046874999999998, 0.41603610675039243, 0.8816978846333055, 0.8348821548821549]
564) Scaler: MinMax, classifier: Perceptron-n--2, mean: 0.6846702645870807, class wrong: [0.11046874999999998, 0.41603610675039243, 0.8816978846333055, 0.8348821548821549]
572) Scaler: MinMax, classifier: Perceptron-n--0, mean: 0.6846702645870807, class wrong: [0.11046874999999998, 0.41603610675039243, 0.8816978846333055, 0.8348821548821549]
580) Scaler: MinMax, classifier: Perceptron-n-2, mean: 0.6846702645870807, class wrong: [0.11046874999999998, 0.41603610675039243, 0.8816978846333055, 0.8348821548821549]
955) Scaler: Standard, classifier: SGD-p-e--2, mean: 0.6845192073403237, class wrong: [0.14500000000000002, 0.3353636839351125, 0.8003354766564159, 0.942996632996633]
1109) Scaler: Standard, classifier: SGD-sl-l2-0, mean: 0.684431520470999, class wrong: [0.034218750000000006, 0.5406750392464678, 0.9891156462585033, 1.0]
742) Scaler: Robust, classifier: SGD-hu-l1--4, mean: 0.6843855399426148, class wrong: [0.054218749999999996, 0.4793301936159079, 0.988370142577579, 0.9890235690235691]
313) Scaler: MinMax, classifier: SGD-mh-e--4, mean: 0.6842001162990371, class wrong: [0.16125000000000003, 0.32343799058084766, 0.7713912962445253, 0.8768013468013466]
338) Scaler: MinMax, classifier: SGD-mh-n--6, mean: 0.6837056623131914, class wrong: [0.14750000000000002, 0.33085557299843016, 0.8230034479545243, 0.8824242424242424]
344) Scaler: MinMax, classifier: SGD-sh-l1--2, mean: 0.6831763236847389, class wrong: [0.22000000000000003, 0.25508372579801153, 0.5992311993290467, 0.9170370370370369]
315) Scaler: MinMax, classifier: SGD-p-e--4, mean: 0.6825371162898897, class wrong: [0.1459375, 0.34601517530088954, 0.850983132979219, 0.7932323232323233]
359) Scaler: MinMax, classifier: SGD-sh-n--2, mean: 0.6824058898387189, class wrong: [0.22015625, 0.24946624803767659, 0.6046733761997949, 0.9354545454545455]
11) Scaler: MaxAbs, classifier: SGD-h-e--4, mean: 0.6823724594731554, class wrong: [0.12249999999999998, 0.4133935112506541, 0.8313437703848663, 0.8821548821548821]
322) Scaler: MinMax, classifier: SGD-l-l1--6, mean: 0.6822658857344088, class wrong: [0.13421875, 0.34946624803767656, 0.8810176125244616, 0.8420202020202019]
1262) Scaler: None, classifier: SGD-l-l1--1, mean: 0.6818844410255478, class wrong: [0.1134375, 0.46979330193615904, 0.8273926008759668, 0.8074410774410774]
975) Scaler: Standard, classifier: SGD-p-e--1, mean: 0.681872815022252, class wrong: [0.13609375, 0.35570905285191, 0.8093747087876247, 0.9981481481481481]
557) Scaler: MinMax, classifier: Perceptron-l1--6, mean: 0.681767246319693, class wrong: [0.17562499999999998, 0.29389063317634745, 0.7691501258037461, 0.8653198653198653]
306) Scaler: MinMax, classifier: SGD-h-l2--4, mean: 0.6816011084699409, class wrong: [0.15406250000000005, 0.34390371533228675, 0.8054701332587829, 0.8458249158249158]
990) Scaler: Standard, classifier: SGD-p-l2-0, mean: 0.6812410864557646, class wrong: [0.04921875, 0.5436656200941916, 0.9421116391762187, 1.0]
1287) Scaler: None, classifier: SGD-l-l2-0, mean: 0.6804623597627526, class wrong: [0.07875, 0.47126896912611205, 0.9536250116484949, 0.8976094276094276]
954) Scaler: Standard, classifier: SGD-sh-e--2, mean: 0.6803553123508892, class wrong: [0.16515624999999998, 0.3542124542124542, 0.7428897586431834, 0.8712121212121211]
950) Scaler: Standard, classifier: SGD-p-l2--2, mean: 0.6801915766494595, class wrong: [0.164375, 0.31996860282574563, 0.781828347777467, 0.9025252525252524]
949) Scaler: Standard, classifier: SGD-sh-l2--2, mean: 0.6798697071893127, class wrong: [0.16390624999999998, 0.36904500261643125, 0.7449352343677197, 0.8362626262626263]
1308) Scaler: None, classifier: SGD-mh-l2-1, mean: 0.6795894472128463, class wrong: [0.07984375000000002, 0.4595211930926217, 0.9611033454477681, 0.9235353535353535]
974) Scaler: Standard, classifier: SGD-sh-e--1, mean: 0.6794908730715824, class wrong: [0.0859375, 0.5360465724751439, 0.8383328673935327, 0.9082828282828282]
658) Scaler: Robust, classifier: SGD-mh-n--2, mean: 0.6794903983286216, class wrong: [0.08499999999999999, 0.49813448456305603, 0.8853834684558756, 0.9283838383838383]
969) Scaler: Standard, classifier: SGD-sh-l2--1, mean: 0.679298938595735, class wrong: [0.0746875, 0.555465724751439, 0.8635728263908303, 0.9064646464646463]
12) Scaler: MaxAbs, classifier: SGD-l-e--4, mean: 0.6780276272621549, class wrong: [0.138125, 0.37090790162218734, 0.8645280029820148, 0.8441414141414141]
1276) Scaler: None, classifier: SGD-h-n--1, mean: 0.677861749070478, class wrong: [0.1453125, 0.41347462061747775, 0.8057264001491008, 0.7710101010101009]
663) Scaler: Robust, classifier: SGD-mh-l1--1, mean: 0.6777742532187104, class wrong: [0.039375, 0.5921611721611721, 0.9515515795359238, 0.9817171717171718]
150) Scaler: MaxAbs, classifier: SGD-hu-e--4, mean: 0.6776456100526989, class wrong: [0.029531250000000002, 0.6074149659863946, 0.9931506849315068, 0.9343771043771044]
329) Scaler: MinMax, classifier: SGD-sh-l2--6, mean: 0.6775110107643092, class wrong: [0.16515625, 0.3125981161695447, 0.8084987419625385, 0.8957575757575759]
1280) Scaler: None, classifier: SGD-p-n--1, mean: 0.6773527837420301, class wrong: [0.145, 0.41092098377812664, 0.8121703475910913, 0.7746801346801346]
905) Scaler: Standard, classifier: SGD-p-l1--4, mean: 0.6770120155433286, class wrong: [0.1759375, 0.3021402407116693, 0.8077905134656603, 0.8212794612794612]
7) Scaler: MaxAbs, classifier: SGD-l-l2--4, mean: 0.6764780090347625, class wrong: [0.13125, 0.3913683935112507, 0.8843537414965986, 0.8276430976430976]
1261) Scaler: None, classifier: SGD-h-l1--1, mean: 0.676306376679992, class wrong: [0.13718749999999996, 0.4385295656724228, 0.8179247041282267, 0.772929292929293]
314) Scaler: MinMax, classifier: SGD-sh-e--4, mean: 0.6761032615075078, class wrong: [0.15703125, 0.3286185243328101, 0.8524601621470506, 0.8439730639730639]
323) Scaler: MinMax, classifier: SGD-mh-l1--6, mean: 0.6760745975033181, class wrong: [0.12578125, 0.43546572475143897, 0.8360078277886498, 0.8712794612794612]
336) Scaler: MinMax, classifier: SGD-h-n--6, mean: 0.6759923057563382, class wrong: [0.16359375, 0.32809523809523805, 0.8004938961886123, 0.9098316498316498]
258) Scaler: MaxAbs, classifier: Perceptron-l2--6, mean: 0.6756208220087668, class wrong: [0.10703125, 0.46568812140240706, 0.9220715683533689, 0.7610101010101011]
259) Scaler: MaxAbs, classifier: Perceptron-e--6, mean: 0.6756208220087668, class wrong: [0.10703125, 0.46568812140240706, 0.9220715683533689, 0.7610101010101011]
13) Scaler: MaxAbs, classifier: SGD-mh-e--4, mean: 0.675486868534909, class wrong: [0.15234375, 0.35742281527995806, 0.8242894418041189, 0.8821212121212121]
59) Scaler: MaxAbs, classifier: SGD-sh-n--2, mean: 0.6753618785343234, class wrong: [0.23843750000000002, 0.2586368393511251, 0.5663125524182276, 0.9246464646464647]
319) Scaler: MinMax, classifier: SGD-sh-n--4, mean: 0.6750735868063156, class wrong: [0.1546875, 0.3600340136054421, 0.8194296896840928, 0.8659595959595959]
989) Scaler: Standard, classifier: SGD-sh-l2-0, mean: 0.6749716018837247, class wrong: [0.0053124999999999995, 0.6773861852433282, 1.0, 0.9981818181818181]
330) Scaler: MinMax, classifier: SGD-p-l2--6, mean: 0.6748454424585258, class wrong: [0.15875, 0.3632312925170068, 0.7977821265492497, 0.8693602693602693]
25) Scaler: MaxAbs, classifier: SGD-p-l1--6, mean: 0.6748114825259613, class wrong: [0.12953125, 0.4252642595499738, 0.8433603578417668, 0.8672727272727274]
355) Scaler: MinMax, classifier: SGD-p-e--2, mean: 0.6744613959636924, class wrong: [0.15828124999999998, 0.3599424385138671, 0.7815581026931321, 0.9393265993265993]
655) Scaler: Robust, classifier: SGD-p-e--2, mean: 0.6744591742317, class wrong: [0.065, 0.5966300366300367, 0.8930155623893393, 0.8852861952861953]
34) Scaler: MaxAbs, classifier: SGD-sh-e--6, mean: 0.6744443507769617, class wrong: [0.14015624999999998, 0.3843144950287808, 0.8686655484111453, 0.8296632996632998]
487) Scaler: MinMax, classifier: SGD-ei-n--2, mean: 0.6737843271183968, class wrong: [0.00484375, 0.686085818942962, 1.0, 0.9963636363636365]
553) Scaler: MinMax, classifier: Perceptron-l1--4, mean: 0.6733702028050941, class wrong: [0.1446875, 0.3897854526425955, 0.8372938216382444, 0.8605723905723905]
1315) Scaler: None, classifier: SGD-p-e-1, mean: 0.6733357950617707, class wrong: [0.12281249999999999, 0.3556174777603349, 0.9276581865622961, 1.0]
333) Scaler: MinMax, classifier: SGD-mh-e--6, mean: 0.6731085486644105, class wrong: [0.14703125, 0.4230716902145473, 0.8225095517659119, 0.7594949494949496]
910) Scaler: Standard, classifier: SGD-p-l2--4, mean: 0.6729535800263291, class wrong: [0.17265625, 0.32450811093668236, 0.8233808591929922, 0.8143097643097643]
14) Scaler: MaxAbs, classifier: SGD-sh-e--4, mean: 0.6726288203813875, class wrong: [0.13359375, 0.3879408686551544, 0.8856443947441992, 0.8825589225589224]
350) Scaler: MinMax, classifier: SGD-p-l2--2, mean: 0.6724938496705474, class wrong: [0.13374999999999998, 0.40234170591313456, 0.8530891808778305, 0.9187542087542087]
19) Scaler: MaxAbs, classifier: SGD-sh-n--4, mean: 0.6723757183995531, class wrong: [0.1584375, 0.3686394557823129, 0.8241962538440035, 0.8292929292929292]
911) Scaler: Standard, classifier: SGD-h-e--4, mean: 0.6723737776934018, class wrong: [0.18718749999999998, 0.29493458922030347, 0.79748392507688, 0.8308417508417509]
959) Scaler: Standard, classifier: SGD-sh-n--2, mean: 0.67236112008353, class wrong: [0.20359374999999996, 0.3188749345892204, 0.6713260646724443, 0.8917171717171717]
187) Scaler: MaxAbs, classifier: SGD-ei-n--2, mean: 0.672148334505421, class wrong: [0.00671875, 0.6880612244897959, 1.0, 0.9981818181818183]
479) Scaler: MinMax, classifier: SGD-ei-l2--2, mean: 0.6721427480109838, class wrong: [0.00578125, 0.6911983254840398, 1.0, 0.9981818181818183]
648) Scaler: Robust, classifier: SGD-mh-l2--2, mean: 0.6720638303649691, class wrong: [0.11625, 0.44714024071166925, 0.8717966638710278, 0.9226936026936027]
667) Scaler: Robust, classifier: SGD-l-l2--1, mean: 0.6718859482905344, class wrong: [0.0009375000000000002, 0.7076059654631083, 1.0, 1.0]
944) Scaler: Standard, classifier: SGD-sh-l1--2, mean: 0.671878496216587, class wrong: [0.20187500000000003, 0.320410779696494, 0.6808778305842886, 0.8899663299663298]
1265) Scaler: None, classifier: SGD-p-l1--1, mean: 0.6718321401340133, class wrong: [0.156875, 0.43544740973312396, 0.7635308918087782, 0.7821548821548822]
1282) Scaler: None, classifier: SGD-l-l1-0, mean: 0.6717820738916144, class wrong: [0.14625, 0.37864992150706434, 0.8118721461187215, 0.9835016835016834]
38) Scaler: MaxAbs, classifier: SGD-mh-n--6, mean: 0.6715552213834263, class wrong: [0.13453125000000002, 0.447087912087912, 0.8298061690429597, 0.8300000000000001]
916) Scaler: Standard, classifier: SGD-h-n--4, mean: 0.671411879454072, class wrong: [0.17765625000000004, 0.32713762428048143, 0.8118768055167273, 0.8064309764309765]
44) Scaler: MaxAbs, classifier: SGD-sh-l1--2, mean: 0.6714042500262101, class wrong: [0.2421875, 0.2565881737310309, 0.5778958158605908, 0.931986531986532]
33) Scaler: MaxAbs, classifier: SGD-mh-e--6, mean: 0.6713321122262157, class wrong: [0.14859375, 0.3938984824699111, 0.8084894231665268, 0.9156228956228956]
1309) Scaler: None, classifier: SGD-sh-l2-1, mean: 0.6711276992878812, class wrong: [0.18609375, 0.25307430664573516, 0.8351877737396329, 0.9170033670033669]
979) Scaler: Standard, classifier: SGD-sh-n--1, mean: 0.6709997236810559, class wrong: [0.18749999999999997, 0.40984039769754055, 0.6507781194669648, 0.8347811447811446]
331) Scaler: MinMax, classifier: SGD-h-e--6, mean: 0.6709405903074943, class wrong: [0.140625, 0.41676609105180534, 0.8517099990681203, 0.8196969696969697]
1284) Scaler: None, classifier: SGD-sh-l1-0, mean: 0.6709091459017505, class wrong: [0.14390624999999999, 0.44782312925170065, 0.8116671326064673, 0.7794949494949495]
964) Scaler: Standard, classifier: SGD-sh-l1--1, mean: 0.6708100226186694, class wrong: [0.18703124999999998, 0.41033490319204596, 0.6691408070077347, 0.7927272727272727]
332) Scaler: MinMax, classifier: SGD-l-e--6, mean: 0.6707044465415694, class wrong: [0.18484375, 0.3141313448456306, 0.7979032708974001, 0.8181481481481482]
680) Scaler: Robust, classifier: SGD-p-n--1, mean: 0.6705284395639921, class wrong: [0.06828124999999999, 0.5502564102564104, 0.9515608983319354, 0.9303703703703705]
1279) Scaler: None, classifier: SGD-sh-n--1, mean: 0.6704205644828523, class wrong: [0.11156250000000001, 0.47895866038723184, 0.9104929643090112, 0.7902020202020202]
903) Scaler: Standard, classifier: SGD-mh-l1--4, mean: 0.6702571110704905, class wrong: [0.19890625, 0.29644427001569856, 0.7675006989097009, 0.8089898989898991]
1443) Scaler: None, classifier: SGD-ei-l2-2, mean: 0.6699357932734158, class wrong: [0.01109375, 0.6849188906331765, 1.0, 1.0]
442) Scaler: MinMax, classifier: SGD-hu-l1--4, mean: 0.6697685185066053, class wrong: [0.07265625, 0.49129251700680276, 0.991095890410959, 1.0]
1410) Scaler: None, classifier: SGD-hu-l2-0, mean: 0.6696254594230746, class wrong: [0.020468749999999997, 0.6565803244374673, 0.9993150684931507, 1.0]
904) Scaler: Standard, classifier: SGD-sh-l1--4, mean: 0.6694912446744195, class wrong: [0.18718749999999998, 0.3352930402930403, 0.7872705246482153, 0.767979797979798]
1427) Scaler: None, classifier: SGD-ei-l2-1, mean: 0.6694379946442208, class wrong: [0.019375, 0.6647069597069597, 1.0, 0.9853535353535353]
919) Scaler: Standard, classifier: SGD-sh-n--4, mean: 0.668817801510271, class wrong: [0.19328125000000002, 0.3076766091051806, 0.7826204454384494, 0.8215151515151515]
9) Scaler: MaxAbs, classifier: SGD-sh-l2--4, mean: 0.6685522158669659, class wrong: [0.1628125, 0.381305599162742, 0.8071614947348802, 0.8515824915824914]
961) Scaler: Standard, classifier: SGD-h-l1--1, mean: 0.6682146307527123, class wrong: [0.0023437500000000003, 0.7225928833071691, 1.0, 1.0]
999) Scaler: Standard, classifier: SGD-sh-n-0, mean: 0.6670632237265816, class wrong: [0.13703125, 0.4807352171637886, 0.8396980710092257, 0.7397306397306398]
1103) Scaler: Standard, classifier: SGD-ei-n--1, mean: 0.667053536801798, class wrong: [0.00125, 0.7322972265829409, 1.0, 1.0]
503) Scaler: MinMax, classifier: SGD-ei-n--1, mean: 0.6669566413547459, class wrong: [0.0012499999999999998, 0.7328048142333856, 1.0, 1.0]
254) Scaler: MaxAbs, classifier: Perceptron-l2--4, mean: 0.6668352533292722, class wrong: [0.12234375, 0.46027472527472524, 0.8925076880067095, 0.8462962962962963]
255) Scaler: MaxAbs, classifier: Perceptron-e--4, mean: 0.6668352533292722, class wrong: [0.12234375, 0.46027472527472524, 0.8925076880067095, 0.8462962962962963]
